shot_id,phase,train_fractions_nested,n_slices
26322,val,,18
26323,val,,16
26324,val,,19
26325,val,,17
26334,val,,3
26358,val,,4
26366,val,,8
26367,val,,6
26368,val,,19
26371,val,,13
26376,val,,10
26377,val,,9
26378,val,,16
26407,val,,1
26408,val,,1
26409,val,,6
26410,val,,18
26411,val,,25
26464,val,,19
26466,val,,10
26467,val,,9
26470,val,,9
26474,val,,6
26476,val,,5
26477,val,,5
26478,val,,6
26481,val,,9
26482,val,,8
26484,val,,5
26489,val,,25
26490,val,,45
26491,val,,3
26492,val,,14
26493,val,,15
26496,val,,8
26510,val,,3
26511,val,,10
26513,val,,4
26530,val,,1
26541,val,,1
26544,val,,27
26546,val,,4
26550,val,,2
26551,val,,1
26552,val,,1
26553,val,,6
26554,val,,1
26555,val,,4
26563,val,,3
26564,val,,3
26565,val,,1
26566,val,,1
26567,val,,2
26568,val,,1
26571,val,,2
26572,val,,1
26573,val,,2
26574,val,,2
26575,val,,4
26576,val,,3
26578,val,,12
26579,val,,5
26580,val,,8
26619,val,,2
26759,val,,13
26761,val,,7
26762,val,,18
26763,val,,8
26764,val,,18
26765,val,,8
26766,val,,11
26767,val,,14
26768,val,,26
26769,val,,26
26770,val,,26
26772,val,,27
26776,val,,5
26777,val,,26
26778,val,,12
26779,val,,24
26782,val,,19
26799,val,,11
26800,val,,12
26801,val,,13
26802,val,,26
26804,val,,20
26805,val,,4
26818,val,,4
26819,val,,1
26820,val,,3
26823,val,,25
26837,val,,11
26842,val,,5
26843,val,,7
26844,val,,5
26845,val,,8
26846,val,,9
26847,val,,13
26927,val,,14
26928,val,,7
26929,val,,2
26933,val,,1
26946,val,,3
26947,val,,9
26948,val,,1
26950,val,,4
26951,val,,5
26953,val,,12
26954,val,,3
26955,val,,15
26956,val,,14
26957,val,,2
26958,val,,6
26959,val,,9
26961,val,,9
26963,val,,14
26991,val,,1
27024,val,,2
27025,val,,22
27032,val,,1
27058,val,,11
27059,val,,6
27061,val,,22
27063,val,,13
27064,val,,22
27073,val,,12
27075,val,,9
27076,val,,4
27077,val,,8
27078,val,,22
27079,val,,21
27080,val,,9
27081,val,,22
27082,val,,15
27083,val,,13
27084,val,,12
27085,val,,20
27087,val,,11
27088,val,,11
27090,val,,2
27120,val,,5
27121,val,,1
27122,val,,7
27123,val,,6
27124,val,,1
27125,val,,12
27127,val,,6
27128,val,,3
27129,val,,10
27131,val,,3
27132,val,,3
27141,val,,2
27203,val,,2
27204,val,,1
27205,val,,4
27206,val,,6
27207,val,,1
27208,val,,4
27209,val,,1
27210,val,,4
27211,val,,7
27212,val,,2
27218,val,,18
27219,val,,23
27220,val,,24
27221,val,,24
27222,val,,11
27224,val,,6
27225,val,,5
27226,val,,14
27227,val,,6
27228,val,,13
27231,val,,8
27299,val,,2
27300,val,,4
27301,val,,3
27302,val,,15
27303,val,,2
27305,val,,8
27311,val,,7
27312,val,,7
27314,val,,7
27315,val,,5
27323,val,,1
27338,val,,2
27340,val,,7
27351,val,,2
27352,val,,3
27353,val,,3
27355,val,,1
27358,val,,38
27359,val,,3
27360,val,,1
27361,val,,10
27362,val,,32
27372,val,,11
27410,val,,37
27441,val,,46
27442,val,,3
27464,val,,3
27467,val,,6
27468,val,,14
27469,val,,7
27475,val,,15
27476,val,,16
27478,val,,12
27480,val,,40
27481,val,,5
27492,val,,22
27493,val,,23
27494,val,,24
27495,val,,41
27496,val,,18
27497,val,,32
27499,val,,6
27500,val,,10
27501,val,,12
27509,val,,9
27542,val,,15
27551,val,,1
27555,val,,2
27597,val,,38
27599,val,,13
27615,val,,15
27616,val,,3
27617,val,,9
27623,val,,4
27635,val,,8
27637,val,,3
27638,val,,8
27641,val,,5
27643,val,,7
27648,val,,6
27654,val,,5
27655,val,,8
27656,val,,3
27683,val,,21
27698,val,,1
27699,val,,4
27700,val,,16
27701,val,,9
27702,val,,35
27707,val,,9
27709,val,,14
27710,val,,12
27711,val,,6
27712,val,,17
27713,val,,4
27715,val,,9
27721,val,,23
27722,val,,31
27732,val,,20
27763,val,,2
27792,val,,8
27794,val,,1
27796,val,,1
27798,val,,10
27800,val,,1
27811,val,,5
27813,val,,7
27814,val,,6
27815,val,,8
27816,val,,10
27817,val,,20
27820,val,,5
27821,val,,8
27823,val,,6
27824,val,,18
27825,val,,2
27826,val,,4
27828,val,,11
27829,val,,4
27830,val,,9
27846,val,,6
27847,val,,4
27848,val,,4
27849,val,,50
27850,val,,12
27851,val,,6
27854,val,,15
27855,val,,35
27872,val,,2
27878,val,,4
27879,val,,17
27880,val,,1
27881,val,,10
27886,val,,1
27888,val,,1
27890,val,,25
27891,val,,8
27892,val,,9
27893,val,,10
27894,val,,43
27895,val,,2
27897,val,,13
27898,val,,2
27929,val,,16
27930,val,,9
27931,val,,9
27933,val,,14
27934,val,,12
27936,val,,1
27937,val,,8
27943,val,,7
27945,val,,2
27962,val,,1
27967,val,,5
27969,val,,5
27970,val,,8
27971,val,,4
27987,val,,4
27990,val,,10
27997,val,,46
27998,val,,1
27999,val,,9
28000,val,,8
28001,val,,4
28002,val,,12
28004,val,,11
28048,val,,1
28051,val,,31
28064,val,,2
28065,val,,2
28066,val,,1
28068,val,,1
28084,val,,3
28085,val,,7
28086,val,,16
28087,val,,5
28089,val,,2
28097,val,,46
28121,val,,7
28145,val,,8
28146,val,,3
28157,val,,1
28158,val,,8
28159,val,,7
28160,val,,3
28161,val,,9
28162,val,,11
28163,val,,52
28164,val,,63
28165,val,,48
28168,val,,67
28169,val,,13
28170,val,,17
28211,val,,5
28212,val,,1
28230,val,,9
28231,val,,52
28232,val,,61
28237,val,,3
28239,val,,27
28240,val,,6
28241,val,,2
28242,val,,8
28243,val,,11
28244,val,,15
28245,val,,10
28246,val,,15
28247,val,,32
28248,val,,10
28249,val,,24
28250,val,,34
28264,val,,1
28268,val,,1
28272,val,,1
28274,val,,3
28277,val,,11
28278,val,,3
28279,val,,5
28286,val,,5
28287,val,,4
28290,val,,5
28303,val,,11
28304,val,,15
28305,val,,54
28306,val,,69
28307,val,,12
28308,val,,38
28309,val,,47
28310,val,,57
28314,val,,8
28321,val,,4
28346,val,,1
28631,test,,6
28632,test,,6
28647,test,,1
28652,test,,19
28653,test,,21
28655,test,,21
28656,test,,22
28657,test,,16
28739,test,,1
28744,test,,27
28745,test,,25
28775,test,,49
28776,test,,39
28783,test,,14
28784,test,,13
28785,test,,8
28786,test,,4
28791,test,,22
28796,test,,9
28802,test,,21
28814,test,,25
28815,test,,11
28816,test,,8
28817,test,,11
28818,test,,3
28819,test,,3
28820,test,,9
28823,test,,18
28828,test,,9
28829,test,,4
28833,test,,9
28839,test,,21
28840,test,,11
28841,test,,5
28847,test,,13
28848,test,,16
28849,test,,25
28851,test,,4
28852,test,,22
28853,test,,10
28854,test,,19
28857,test,,20
28858,test,,22
28865,test,,29
28866,test,,34
28868,test,,22
28897,test,,18
28899,test,,19
28900,test,,6
28911,test,,42
28939,test,,46
28946,test,,1
28957,test,,33
28975,test,,4
28976,test,,26
28978,test,,28
28979,test,,32
28985,test,,1
28986,test,,23
28988,test,,31
28989,test,,21
28990,test,,7
28991,test,,46
28992,test,,26
28993,test,,2
28994,test,,3
28997,test,,22
28998,test,,16
28999,test,,19
29000,test,,18
29001,test,,20
29002,test,,16
29003,test,,21
29004,test,,31
29007,test,,1
29009,test,,17
29012,test,,31
29017,test,,31
29018,test,,10
29019,test,,23
29021,test,,29
29022,test,,23
29023,test,,26
29025,test,,32
29026,test,,27
29027,test,,23
29028,test,,20
29029,test,,21
29046,test,,5
29047,test,,2
29049,test,,1
29050,test,,3
29052,test,,1
29053,test,,5
29059,test,,1
29070,test,,19
29072,test,,44
29073,test,,11
29074,test,,44
29076,test,,34
29077,test,,38
29079,test,,41
29091,test,,41
29092,test,,30
29094,test,,11
29101,test,,14
29102,test,,18
29120,test,,27
29136,test,,30
29137,test,,17
29138,test,,30
29143,test,,27
29144,test,,14
29146,test,,21
29148,test,,10
29149,test,,16
29150,test,,21
29151,test,,17
29153,test,,43
29156,test,,30
29158,test,,31
29159,test,,32
29165,test,,17
29166,test,,30
29171,test,,23
29178,test,,18
29180,test,,55
29189,test,,26
29199,test,,2
29202,test,,2
29205,test,,1
29212,test,,5
29216,test,,25
29218,test,,11
29226,test,,21
29227,test,,38
29242,test,,3
29243,test,,8
29245,test,,2
29251,test,,1
29260,test,,10
29265,test,,2
29266,test,,27
29273,test,,1
29274,test,,61
29285,test,,16
29292,test,,7
29293,test,,17
29296,test,,21
29302,test,,38
29330,test,,18
29331,test,,24
29345,test,,59
29346,test,,52
29347,test,,56
29348,test,,50
29349,test,,37
29351,test,,85
29352,test,,34
29361,test,,35
29364,test,,51
29366,test,,79
29368,test,,69
29369,test,,81
29371,test,,85
29372,test,,58
29373,test,,29
29376,test,,40
29377,test,,50
29378,test,,66
29379,test,,46
29380,test,,32
29381,test,,44
29382,test,,44
29383,test,,64
29384,test,,35
29385,test,,38
29388,test,,44
29389,test,,88
29390,test,,38
29392,test,,35
29406,test,,9
29410,test,,25
29411,test,,60
29412,test,,53
29413,test,,28
29414,test,,30
29415,test,,27
29416,test,,1
29417,test,,1
29436,test,,19
29437,test,,19
29445,test,,39
29446,test,,46
29455,test,,1
29464,test,,15
29482,test,,22
29490,test,,97
29492,test,,58
29496,test,,31
29500,test,,21
29501,test,,6
29504,test,,59
29514,test,,22
29515,test,,2
29516,test,,17
29517,test,,9
29520,test,,27
29521,test,,22
29522,test,,18
29524,test,,38
29525,test,,16
29538,test,,20
29539,test,,45
29541,test,,40
29561,test,,65
29562,test,,39
29563,test,,15
29564,test,,38
29575,test,,23
29576,test,,27
29578,test,,49
29580,test,,68
29581,test,,36
29582,test,,25
29583,test,,58
29586,test,,78
29606,test,,37
29608,test,,41
29610,test,,22
29611,test,,18
29614,test,,17
29615,test,,28
29616,test,,21
29621,test,,25
29622,test,,23
29625,test,,70
29628,test,,34
29629,test,,14
29637,test,,10
29638,test,,48
29639,test,,47
29640,test,,41
29641,test,,28
29642,test,,31
29643,test,,50
29645,test,,44
29646,test,,66
29648,test,,74
29649,test,,36
29650,test,,36
29651,test,,36
29652,test,,60
29653,test,,63
29656,test,,69
29657,test,,40
29659,test,,43
29660,test,,64
29662,test,,37
29666,test,,27
29668,test,,37
29669,test,,41
29677,test,,45
29678,test,,65
29679,test,,76
29681,test,,22
29683,test,,46
29684,test,,78
29685,test,,8
29686,test,,34
29687,test,,78
29688,test,,53
29690,test,,16
29692,test,,19
29693,test,,46
29708,test,,47
29714,test,,26
29717,test,,80
29718,test,,36
29720,test,,50
29722,test,,50
29732,test,,22
29737,test,,65
29738,test,,53
29739,test,,101
29741,test,,44
29742,test,,67
29743,test,,61
29746,test,,48
29758,test,,65
29767,test,,12
29768,test,,79
29769,test,,72
29771,test,,102
29775,test,,41
29776,test,,100
29777,test,,84
29778,test,,108
29780,test,,25
29781,test,,23
29782,test,,24
29783,test,,79
29784,test,,87
29794,test,,26
29796,test,,84
29799,test,,100
29800,test,,33
29803,test,,34
29811,test,,3
29812,test,,8
29813,test,,16
29815,test,,17
29818,test,,6
29820,test,,8
29821,test,,7
29825,test,,6
29826,test,,36
29827,test,,64
29832,test,,20
29834,test,,19
29835,test,,6
29840,test,,20
29841,test,,20
29852,test,,2
29872,test,,16
29876,test,,16
29877,test,,6
29888,test,,78
29889,test,,49
29890,test,,72
29891,test,,77
29892,test,,96
29915,test,,27
29916,test,,34
29934,test,,67
29935,test,,94
29937,test,,38
29938,test,,24
29939,test,,95
29940,test,,49
29941,test,,40
29942,test,,81
29943,test,,108
29944,test,,72
29945,test,,25
29946,test,,106
29947,test,,82
29948,test,,91
29949,test,,102
29951,test,,88
29952,test,,90
29953,test,,89
29954,test,,95
29955,test,,105
29957,test,,90
29958,test,,14
29959,test,,90
29961,test,,31
29964,test,,2
29974,test,,13
29987,test,,1
29988,test,,23
29989,test,,47
30005,test,,32
30006,test,,38
30007,test,,29
30008,test,,8
30009,test,,3
30010,test,,45
30014,test,,9
30015,test,,4
30018,test,,18
30019,test,,5
30022,test,,1
30030,test,,63
30031,test,,39
30032,test,,45
30034,test,,10
30037,test,,42
30038,test,,4
30039,test,,10
30041,test,,108
30042,test,,69
30048,test,,108
30052,test,,10
30053,test,,37
30054,test,,24
30055,test,,28
30056,test,,29
30057,test,,25
30060,test,,58
30062,test,,5
30063,test,,3
30064,test,,4
30065,test,,1
30066,test,,23
30067,test,,8
30068,test,,10
30069,test,,1
30071,test,,3
30081,test,,90
30086,test,,60
30087,test,,93
30090,test,,103
30091,test,,71
30092,test,,5
30093,test,,8
30095,test,,42
30097,test,,3
30098,test,,1
30099,test,,44
30100,test,,3
30107,test,,31
30127,test,,55
30128,test,,22
30130,test,,50
30131,test,,78
30132,test,,55
30133,test,,87
30134,test,,85
30135,test,,7
30136,test,,3
30137,test,,40
30138,test,,44
30139,test,,27
30140,test,,98
30141,test,,89
30142,test,,39
30143,test,,46
30144,test,,38
30145,test,,46
30147,test,,67
30156,test,,53
30165,test,,2
30173,test,,60
30174,test,,71
30176,test,,6
30177,test,,17
30178,test,,4
30185,test,,40
30188,test,,18
30189,test,,2
30198,test,,102
30202,test,,40
30208,test,,44
30209,test,,6
30210,test,,35
30250,test,,1
30251,test,,1
30253,test,,1
30254,test,,28
30255,test,,61
30258,test,,44
30259,test,,47
30260,test,,53
30261,test,,39
30262,test,,35
30263,test,,32
30265,test,,67
30266,test,,23
30269,test,,11
30270,test,,30
30271,test,,81
30272,test,,56
30276,test,,20
30277,test,,73
30278,test,,92
30279,test,,68
30280,test,,87
30281,test,,79
30282,test,,89
30317,test,,26
30319,test,,23
30322,test,,60
30323,test,,5
30336,test,,2
30345,test,,43
30350,test,,34
30351,test,,45
30354,test,,2
30361,test,,11
30362,test,,8
30369,test,,74
30378,test,,84
30388,test,,38
30389,test,,38
30397,test,,16
30398,test,,33
30404,test,,35
30405,test,,31
30406,test,,32
30407,test,,25
30409,test,,14
30410,test,,2
30411,test,,18
30412,test,,30
30413,test,,2
30416,test,,23
30417,test,,40
30418,test,,84
30419,test,,53
30421,test,,37
30424,test,,40
30425,test,,30
30426,test,,12
30441,test,,1
30451,test,,1
